priority,APN,COUNTY,Issue_Category,Num_Years_Lost,Total_Units_CSV,Years_Lost,Years_In_FC,spatial_parent_apns,match_types,Suggested_Action
LOW:  in genealogy (review),1418-15-601-001,DG,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",1418-15-601-003,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-22-611-027,DG,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]",1418-22-611-028,intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-27-210-020,DG,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015]",1418-27-210-033,intersect,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-34-110-020,DG,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015]",1418-34-110-062,intersect,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-34-201-005,DG,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]",1418-34-201-008,intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-34-201-006,DG,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]",1418-34-201-009,intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-34-310-001,DG,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2013],1418-34-310-014,intersect,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-34-401-020,DG,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2013],1418-34-401-027,intersect,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),085-141-013,PL,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",085-141-006,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),090-223-046,PL,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",090-223-008,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),129-292-31,WA,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",129-292-07,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),129-292-34,WA,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",129-292-14,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),1319-30-622-009,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-622-000,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),1418-27-210-036,DG,UNKNOWN,5,5,"[2012, 2013, 2014, 2015, 2016]","[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1418-27-210-029,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),033-661-026,EL,PARCEL_SPLIT,4,4,"[2015, 2016, 2017, 2018]","[2019, 2020, 2021, 2022, 2023, 2024, 2025]","033-661-014, 033-661-14",intersect,"APN present in FC for some years but missing for: [2015, 2016, 2017, 2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
LOW:  in genealogy (review),033-703-014,EL,PARCEL_SPLIT,4,4,"[2022, 2023, 2024, 2025]","[2018, 2019, 2020, 2021]",033-703-020,intersect,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),033-841-031,EL,PARCEL_SPLIT,4,4,"[2022, 2023, 2024, 2025]","[2018, 2019, 2020, 2021]",033-841-057,intersect,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),036-423-018,EL,PARCEL_SPLIT,2,4,"[2024, 2025]","[2018, 2019, 2020, 2021, 2022, 2023]",036-423-020,intersect,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),083-202-017,PL,PARCEL_SPLIT,2,4,"[2013, 2014]","[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",083-202-006,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
LOW:  in genealogy (review),094-122-001,PL,PARCEL_SPLIT,4,4,"[2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",094-122-062,intersect,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),094-300-011,PL,PARCEL_SPLIT,4,4,"[2017, 2018, 2019, 2020]","[2012, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025]",094-300-014,intersect,"APN present in FC for some years but missing for: [2017, 2018, 2019, 2020]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
LOW:  in genealogy (review),122-530-37,WA,PARCEL_SPLIT,2,4,"[2013, 2014]","[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","122-530-27, 122-530-28",intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
LOW:  in genealogy (review),123-041-19,WA,PARCEL_SPLIT,4,4,"[2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",123-041-26,intersect,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),130-163-36,WA,PARCEL_SPLIT,4,4,"[2021, 2022, 2023, 2024]",[2025],130-163-27,intersect,"APN present in FC for some years but missing for: [2021, 2022, 2023, 2024]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
LOW:  in genealogy (review),1319-19-411-024,DG,PARCEL_SPLIT,4,4,"[2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",1319-19-411-030,intersect,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),016-211-014,,PARCEL_NEW,3,3,"[2018, 2019, 2020]",NEVER,016-211-017,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),015-370-030,EL,PARCEL_SPLIT,3,3,"[2018, 2019, 2020]","[2021, 2022, 2023, 2024, 2025]",015-370-011,intersect,"APN present in FC for some years but missing for: [2018, 2019, 2020]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
LOW:  in genealogy (review),027-143-022,EL,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2018, 2019, 2020, 2021, 2022]",027-143-027,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),027-621-015,EL,PARCEL_SPLIT,3,3,"[2018, 2019, 2020]","[2021, 2022, 2023, 2024, 2025]","027-131-003, 027-631-012, 027-641-012",intersect,"APN present in FC for some years but missing for: [2018, 2019, 2020]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
LOW:  in genealogy (review),030-352-027,EL,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2018, 2019, 2020, 2021, 2022]",030-352-034,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),036-563-014,EL,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2018, 2019, 2020, 2021, 2022]",036-563-016,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),080-173-013,EL,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2018, 2019, 2020, 2021, 2022]",080-173-014,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),085-072-014,PL,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2017, 2018]","085-072-017, 085-072-018",intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-225-002,PL,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",090-225-018,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),094-200-049,PL,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",094-200-061,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),117-071-044,PL,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]","117-071-054, 117-071-055, 117-071-058",intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),122-181-65,WA,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",122-181-79,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),123-131-06,WA,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2015, 2016, 2017, 2018, 2019, 2020]","123-131-01, 123-131-09",intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),123-143-11,WA,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",123-143-21,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),130-241-45,WA,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",130-241-66,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),130-241-46,WA,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",130-241-65,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),130-331-05,WA,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",130-331-14,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1318-10-310-002,DG,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",1318-10-310-096,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1318-10-310-009,DG,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",1318-10-310-094,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1318-10-417-005,DG,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",1318-10-417-055,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-34-210-011,DG,PARCEL_SPLIT,3,3,"[2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",1418-34-210-033,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),123-032-29,WA,UNKNOWN,1,3,[2012],"[2019, 2020, 2021, 2022, 2023, 2024, 2025]","123-032-11, 123-032-27",intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
LOW:  in genealogy (review),029-095-021,,PARCEL_NEW,2,2,"[2024, 2025]",NEVER,029-095-029,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),015-061-013,EL,PARCEL_SPLIT,2,2,"[2024, 2025]","[2018, 2019, 2020, 2021, 2022, 2023]",015-061-029,intersect,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),025-554-013,EL,PARCEL_SPLIT,2,2,"[2024, 2025]","[2018, 2019, 2020, 2021, 2022, 2023]",025-554-014,intersect,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),027-153-003,EL,PARCEL_SPLIT,2,2,"[2024, 2025]","[2018, 2019, 2020, 2021, 2022, 2023]",027-153-037,intersect,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),027-153-007,EL,PARCEL_SPLIT,1,2,[2025],"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",027-153-040,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
