row_index,reason,raw_apn,value
29678,noncanonical_category_2023,112-280-017,Corrections - Units Removed Based on County Data
29732,noncanonical_category_2023,112-300-025,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29761,noncanonical_category_2023,115-010-022,Corrections - Units Removed Based on County Data
29785,noncanonical_category_2023,115-020-015,Correction Based on County Data
29791,noncanonical_category_2023,115-020-023,Corrections - Units Removed Based on County Data
29804,noncanonical_category_2023,115-020-042,Correction Based on County Data
29812,noncanonical_category_2023,115-030-008,Corrections - Units Removed Based on County Data
29818,noncanonical_category_2023,115-030-035,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29820,noncanonical_category_2023,115-030-063,Vacant Parcel
29821,noncanonical_category_2023,115-030-064,Vacant Parcel
29837,noncanonical_category_2023,115-040-017,Corrections - Units Removed Based on County Data
29850,noncanonical_category_2023,115-040-032,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29864,noncanonical_category_2023,115-040-055,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29872,noncanonical_category_2023,115-040-068,Corrections - Units Removed Based on County Data
29876,noncanonical_category_2023,115-040-075,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29902,noncanonical_category_2023,115-050-039,Over-Correction
29903,noncanonical_category_2023,115-050-042,Corrections - Units Removed Based on County Data
29905,noncanonical_category_2023,115-050-048,Correction Based on County Data
29906,noncanonical_category_2023,115-050-480,Correction Based on County Data
29913,noncanonical_category_2023,115-060-010,Over-Correction
29916,noncanonical_category_2023,115-060-013,Over-Correction
29917,noncanonical_category_2023,115-060-018,Over-Correction
29921,noncanonical_category_2023,115-070-003,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
29924,noncanonical_category_2023,115-070-006,Correction Based on County Data
29928,noncanonical_category_2023,115-070-011,Correction Based on County Data
29929,noncanonical_category_2023,115-070-012,Correction Based on County Data
29930,noncanonical_category_2023,115-070-013,Correction Based on County Data
29931,noncanonical_category_2023,115-070-014,Corrections - Units Removed Based on County Data
29947,noncanonical_category_2023,116-020-020,Corrections - Units Removed Based on County Data
30021,noncanonical_category_2023,116-040-007,Corrections - Units Removed Based on County Data
30083,noncanonical_category_2023,116-060-017,Correction Based on County Data
30113,noncanonical_category_2023,116-060-053,Correction Based on County Data
30520,noncanonical_category_2023,116-210-008,Correction Based on County Data
30521,noncanonical_category_2023,116-210-009,Correction Based on County Data
30587,noncanonical_category_2023,116-210-085,Correction Based on County Data
30588,noncanonical_category_2023,116-210-086,Correction Based on County Data
30627,noncanonical_category_2023,116-220-050,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
30630,noncanonical_category_2023,116-220-056,Correction Based on County Data
30631,noncanonical_category_2023,116-220-057,Correction Based on County Data
30632,noncanonical_category_2023,116-220-058,Corrections - Units Removed Based on County Data
30633,noncanonical_category_2023,116-220-061,Correction Based on County Data
30634,noncanonical_category_2023,116-220-062,Correction Based on County Data
30636,noncanonical_category_2023,117-010-004,Correction Based on County Data
30639,noncanonical_category_2023,117-010-012,Corrections - Units Removed Based on County Data
30640,noncanonical_category_2023,117-010-013,Corrections - Units Removed Based on County Data
30641,noncanonical_category_2023,117-010-016,Correction Based on County Data
30646,noncanonical_category_2023,117-020-005,Corrections - Units Removed Based on County Data
30649,noncanonical_category_2023,117-020-009,Correction Based on County Data
30652,noncanonical_category_2023,117-020-017,Corrections - Units Removed Based on County Data
30658,noncanonical_category_2023,117-020-025,Correction Based on County Data
30677,noncanonical_category_2023,117-030-022,Correction Based on County Data
30678,noncanonical_category_2023,117-030-025,Correction Based on County Data
30711,noncanonical_category_2023,117-050-007,Correction Based on County Data
30713,noncanonical_category_2023,117-050-009,Correction Based on County Data
30748,noncanonical_category_2023,117-050-055,Correction Based on County Data
30749,noncanonical_category_2023,117-050-057,Corrections - Units Removed Based on County Data
30750,noncanonical_category_2023,117-050-060,Correction Based on County Data
30751,noncanonical_category_2023,117-060-002,Correction Based on County Data
30766,noncanonical_category_2023,117-060-022,Vacant Parcel
30767,noncanonical_category_2023,117-060-023,Correction Based on County Data
30768,noncanonical_category_2023,117-060-025,Corrections - Units Removed Based on County Data
30773,noncanonical_category_2023,117-071-015,Corrections - Units Removed Based on County Data
30774,noncanonical_category_2023,117-071-019,Corrections - Units Removed Based on County Data
30776,noncanonical_category_2023,117-071-021,Corrections based on County Data
30779,noncanonical_category_2023,117-071-025,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
30780,noncanonical_category_2023,117-071-026,"TAU, Not Residential"
30781,noncanonical_category_2023,117-071-029,Corrections - Units Removed Based on County Data
30782,noncanonical_category_2023,117-071-032,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
30787,noncanonical_category_2023,117-071-037,Corrections - Units Removed Based on County Data
30789,noncanonical_category_2023,117-071-040,Corrections - Units Removed Based on County Data
30791,noncanonical_category_2023,117-071-051,Corrections - Units Removed Based on County Data
30792,noncanonical_category_2023,117-071-052,Corrections - Units Removed Based on County Data
30793,noncanonical_category_2023,117-072-005,Over-Correction
30795,noncanonical_category_2023,117-072-010,Over-Correction
30804,noncanonical_category_2023,117-080-001,Over-Correction
30809,noncanonical_category_2023,117-080-006,Over-Correction
30810,noncanonical_category_2023,117-080-007,Over-Correction
30812,noncanonical_category_2023,117-080-009,Over-Correction
30813,noncanonical_category_2023,117-080-010,Over-Correction
30814,noncanonical_category_2023,117-080-011,Over-Correction
30815,noncanonical_category_2023,117-080-012,Over-Correction
30816,noncanonical_category_2023,117-080-013,Over-Correction
30817,noncanonical_category_2023,117-080-014,Over-Correction
30818,noncanonical_category_2023,117-080-015,Over-Correction
30820,noncanonical_category_2023,117-080-017,Over-Correction
30830,noncanonical_category_2023,117-080-027,Over-Correction
30833,noncanonical_category_2023,117-080-030,Over-Correction
30834,noncanonical_category_2023,117-080-031,Over-Correction
30868,noncanonical_category_2023,117-080-066,Over-Correction
30869,noncanonical_category_2023,117-080-067,Over-Correction
30877,noncanonical_category_2023,117-090-008,Corrections - Units Removed Based on County Data
30903,noncanonical_category_2023,117-090-045,Correction Based on County Data
30912,noncanonical_category_2023,117-090-059,Corrections - Units Removed Based on County Data
30922,noncanonical_category_2023,117-090-071,Over-Correction
30925,noncanonical_category_2023,117-090-079,Correction Based on County Data
30927,noncanonical_category_2023,117-100-004,Over-Correction
30931,noncanonical_category_2023,117-100-008,Over-Correction
30933,noncanonical_category_2023,117-100-013,Over-Correction
30935,noncanonical_category_2023,117-100-015,Corrections - Units Removed Based on County Data
30936,noncanonical_category_2023,117-100-016,Over-Correction
30937,noncanonical_category_2023,117-100-017,Corrections - Units Removed Based on County Data
30946,noncanonical_category_2023,117-100-034,Corrections - Units Removed Based on County Data
30949,noncanonical_category_2023,117-100-044,Over-Correction
30978,noncanonical_category_2023,117-100-083,Corrections - Units Removed Based on County Data
30981,noncanonical_category_2023,117-110-008,Corrections - Units Removed Based on County Data
30984,noncanonical_category_2023,117-110-013,Corrections - Units Removed Based on County Data
30985,noncanonical_category_2023,117-110-019,Corrections - Units Removed Based on County Data
30990,noncanonical_category_2023,117-110-037,Corrections - Units Removed Based on County Data
30992,noncanonical_category_2023,117-110-041,Corrections - Units Removed Based on County Data
31012,noncanonical_category_2023,117-120-013,Corrections - Units Removed Based on County Data
31016,noncanonical_category_2023,117-120-019,Corrections - Units Removed Based on County Data
31024,noncanonical_category_2023,117-120-031,Over-Correction
31025,noncanonical_category_2023,117-120-033,Over-Correction
31028,noncanonical_category_2023,117-120-038,Corrections - Units Removed Based on County Data
31029,noncanonical_category_2023,117-120-039,Corrections - Units Removed Based on County Data
31033,noncanonical_category_2023,117-130-004,Over-Correction
31035,noncanonical_category_2023,117-130-009,Corrections - Units Removed Based on County Data
31036,noncanonical_category_2023,117-130-011,Corrections - Units Removed Based on County Data
