Residential Allocation Number,Development Right Pool,Issuance Year,Type,Sequence,Allocation Status,Transaction,Pool,Previous Transaction(s),Receiving Parcel APN,Construction Status
SLT-19-O-15,SLT,2019,O,15,Allocated,CSLT-ALLOC-973,Residential Allocation - City of South Lake Tahoe,,032-142-008,Completed
SLT-19-O-16,SLT,2019,O,16,Allocated,CSLT-ALLOC-1249,Residential Allocation - City of South Lake Tahoe,,023-741-013,Completed
SLT-19-O-17,SLT,2019,O,17,Allocated,CSLT-ALLOC-1062,Residential Allocation - City of South Lake Tahoe,,031-181-005,Not Completed
SLT-19-O-18,SLT,2019,O,18,Allocated,CSLT-ALLOC-1063,Residential Allocation - City of South Lake Tahoe,,031-321-021,Completed
SLT-19-O-19,SLT,2019,O,19,Allocated,CSLT-ALLOC-1064,Residential Allocation - City of South Lake Tahoe,,025-321-001,Completed
SLT-19-O-20,SLT,2019,O,20,Allocated,CSLT-ALLOC-906,Residential Allocation - City of South Lake Tahoe,,026-095-008,Completed
SLT-19-O-21,SLT,2019,O,21,Allocated,CSLT-ALLOC-907,Residential Allocation - City of South Lake Tahoe,,026-095-008,Completed
SLT-19-O-22,SLT,2019,O,22,Allocated,CSLT-ALLOC-1345,Residential Allocation - City of South Lake Tahoe,,023-695-012,Completed
SLT-19-O-23,SLT,2019,O,23,Allocated,CSLT-ALLOC-2212,Residential Allocation - City of South Lake Tahoe,,028-221-030,Completed
SLT-19-O-24,SLT,2019,O,24,Allocated,CSLT-ALLOC-1065,Residential Allocation - City of South Lake Tahoe,,032-221-002,Not Completed
SLT-19-O-25,SLT,2019,O,25,Allocated,CSLT-ALLOC-1066,Residential Allocation - City of South Lake Tahoe,,032-221-002,Not Completed
SLT-19-O-26,SLT,2019,O,26,Allocated,CSLT-ALLOC-1067,Residential Allocation - City of South Lake Tahoe,,029-181-019,Completed
SLT-19-O-27,SLT,2019,O,27,Allocated,CSLT-ALLOC-1068,Residential Allocation - City of South Lake Tahoe,,029-181-019,Completed
SLT-19-O-28,SLT,2019,O,28,Allocated,CSLT-ALLOC-1069,Residential Allocation - City of South Lake Tahoe,,029-181-021,Completed
SLT-19-O-29,SLT,2019,O,29,Allocated,CSLT-ALLOC-1070,Residential Allocation - City of South Lake Tahoe,,029-181-021,Completed
SLT-19-O-30,SLT,2019,O,30,Allocated,CSLT-ALLOC-3039,Residential Allocation - CSLT - Town Center Pool,,025-291-008,Completed
SLT-19-O-31,SLT,2019,O,31,Unallocated,Start Transaction,Residential Allocation - CSLT - Town Center Pool,,,Unallocated
SLT-19-O-32,SLT,2019,O,32,Allocated,CSLT-ALLOC-2760,Residential Allocation - CSLT - Town Center Pool,,025-223-007,Completed
SLT-19-O-33,SLT,2019,O,33,Allocated,CSLT-ALLOC-1723,Residential Allocation - City of South Lake Tahoe,,023-542-001,Completed
SLT-20-O-01,SLT,2020,O,1,Allocated,CSLT-ALLOC-1071,Residential Allocation - City of South Lake Tahoe,,029-181-010,Completed
SLT-20-O-02,SLT,2020,O,2,Allocated,CSLT-ALLOC-1072,Residential Allocation - City of South Lake Tahoe,,029-181-010,Completed
SLT-20-O-03,SLT,2020,O,3,Allocated,CSLT-ALLOC-1073,Residential Allocation - City of South Lake Tahoe,,029-181-020,Completed
SLT-20-O-04,SLT,2020,O,4,Allocated,CSLT-ALLOC-1074,Residential Allocation - City of South Lake Tahoe,,029-181-020,Completed
SLT-20-O-05,SLT,2020,O,5,Allocated,CSLT-ALLOC-1351,Residential Allocation - City of South Lake Tahoe,,025-263-008,Not Completed
SLT-20-O-06,SLT,2020,O,6,Allocated,CSLT-ALLOC-1688,Residential Allocation - City of South Lake Tahoe,,032-261-005,Completed
SLT-20-O-07,SLT,2020,O,7,Allocated,CSLT-ALLOC-1780,Residential Allocation - City of South Lake Tahoe,,022-200-014,Completed
SLT-20-O-08,SLT,2020,O,8,Allocated,CSLT-ALLOC-1353,Residential Allocation - City of South Lake Tahoe,,023-152-006,Not Completed
SLT-20-O-09,SLT,2020,O,9,Allocated,CSLT-ALLOC-1325,Residential Allocation - City of South Lake Tahoe,,023-646-002,Completed
SLT-20-O-10,SLT,2020,O,10,Allocated,CSLT-ALLOC-1326,Residential Allocation - City of South Lake Tahoe,,026-139-008,Completed
SLT-20-O-11,SLT,2020,O,11,Allocated,CSLT-ALLOC-2228,Residential Allocation - CSLT - Single-Family Pool,,029-381-019,Not Completed
SLT-20-O-12,SLT,2020,O,12,Allocated,CSLT-ALLOC-2229,Residential Allocation - CSLT - Single-Family Pool,,029-381-020,Not Completed
SLT-20-O-13,SLT,2020,O,13,Allocated,CSLT-ALLOC-1356,Residential Allocation - City of South Lake Tahoe,,025-375-032,Not Completed
SLT-20-O-14,SLT,2020,O,14,Allocated,CSLT-ALLOC-1357,Residential Allocation - City of South Lake Tahoe,,023-782-016,Completed
SLT-20-O-15,SLT,2020,O,15,Allocated,CSLT-ALLOC-1075,Residential Allocation - City of South Lake Tahoe,,026-077-001,Completed
SLT-20-O-16,SLT,2020,O,16,Allocated,CSLT-ALLOC-985,Residential Allocation - City of South Lake Tahoe,,029-402-034,Not Completed
SLT-20-O-17,SLT,2020,O,17,Allocated,CSLT-ALLOC-1076,Residential Allocation - City of South Lake Tahoe,,023-502-018,Completed
SLT-20-O-18,SLT,2020,O,18,Allocated,CSLT-ALLOC-1726,Residential Allocation - City of South Lake Tahoe,,029-091-014,Completed
SLT-20-O-19,SLT,2020,O,19,Allocated,CSLT-ALLOC-974,Residential Allocation - City of South Lake Tahoe,,023-452-004,Completed
SLT-20-O-20,SLT,2020,O,20,Allocated,CSLT-ALLOC-901,Residential Allocation - City of South Lake Tahoe,,023-801-011,Completed
SLT-20-O-21,SLT,2020,O,21,Allocated,CSLT-ALLOC-1358,Residential Allocation - City of South Lake Tahoe,,023-694-007,Completed
SLT-20-O-22,SLT,2020,O,22,Allocated,CSLT-ALLOC-1729,Residential Allocation - City of South Lake Tahoe,,027-311-032,Not Completed
SLT-20-O-23,SLT,2020,O,23,Allocated,CSLT-ALLOC-1359,Residential Allocation - City of South Lake Tahoe,,022-141-003,Completed
SLT-20-O-24,SLT,2020,O,24,Allocated,CSLT-ALLOC-1081,Residential Allocation - City of South Lake Tahoe,,031-281-022,Not Completed
SLT-20-O-25,SLT,2020,O,25,Allocated,CSLT-ALLOC-1728,Residential Allocation - City of South Lake Tahoe,,031-314-010,Completed
SLT-20-O-26,SLT,2020,O,26,Allocated,CSLT-ALLOC-1083,Residential Allocation - City of South Lake Tahoe,,029-402-035,Not Completed
SLT-20-O-27,SLT,2020,O,27,Allocated,CSLT-ALLOC-1084,Residential Allocation - City of South Lake Tahoe,,026-061-013,Completed
SLT-20-O-28,SLT,2020,O,28,Allocated,CSLT-ALLOC-995,Residential Allocation - City of South Lake Tahoe,,031-143-007,Completed
SLT-20-O-29,SLT,2020,O,29,Allocated,CSLT-ALLOC-1085,Residential Allocation - City of South Lake Tahoe,,032-141-011,Completed
SLT-20-O-30,SLT,2020,O,30,Allocated,CSLT-ALLOC-1086,Residential Allocation - City of South Lake Tahoe,,032-141-011,Completed
SLT-20-O-31,SLT,2020,O,31,Allocated,CSLT-ALLOC-1360,Residential Allocation - City of South Lake Tahoe,,023-554-007,Completed
SLT-20-O-32,SLT,2020,O,32,Allocated,CSLT-ALLOC-1089,Residential Allocation - City of South Lake Tahoe,,025-670-021,Completed
SLT-20-O-33,SLT,2020,O,33,Allocated,CSLT-ALLOC-1324,Residential Allocation - City of South Lake Tahoe,,031-332-008,Completed
SLT-21-O-01,SLT,2021,O,1,Allocated,CSLT-ALLOC-1886,Residential Allocation - CSLT - Single-Family Pool,,023-182-026,Completed
SLT-21-O-02,SLT,2021,O,2,Allocated,CSLT-ALLOC-1847,Residential Allocation - CSLT - Single-Family Pool,,026-031-012,Not Completed
SLT-21-O-03,SLT,2021,O,3,Allocated,CSLT-ALLOC-2037,Residential Allocation - CSLT - Single-Family Pool,,029-095-029,Completed
SLT-21-O-04,SLT,2021,O,4,Allocated,CSLT-ALLOC-2078,Residential Allocation - CSLT - Single-Family Pool,,031-153-006,Completed
SLT-21-O-05,SLT,2021,O,5,Allocated,CSLT-ALLOC-2038,Residential Allocation - CSLT - Single-Family Pool,,026-061-006,Completed
SLT-21-O-06,SLT,2021,O,6,Allocated,CSLT-ALLOC-2284,Residential Allocation - CSLT - Single-Family Pool,,031-252-004,Not Completed
SLT-21-O-07,SLT,2021,O,7,Allocated,CSLT-ALLOC-1733,Residential Allocation - CSLT - Single-Family Pool,,027-141-010,Not Completed
SLT-21-O-08,SLT,2021,O,8,Allocated,CSLT-ALLOC-1762,Residential Allocation - CSLT - Single-Family Pool,,025-201-008,Completed
SLT-21-O-09,SLT,2021,O,9,Allocated,CSLT-ALLOC-1757,Residential Allocation - CSLT - Single-Family Pool,,031-341-012,Completed
SLT-21-O-10,SLT,2021,O,10,Allocated,CSLT-ALLOC-1844,Residential Allocation - CSLT - Single-Family Pool,,032-282-017,Completed
SLT-21-O-11,SLT,2021,O,11,Allocated,CSLT-ALLOC-1734,Residential Allocation - CSLT - Single-Family Pool,,031-153-001,Completed
SLT-21-O-12,SLT,2021,O,12,Allocated,CSLT-ALLOC-2237,Residential Allocation - CSLT - Town Center Pool,,032-279-009,Completed
SLT-21-O-13,SLT,2021,O,13,Allocated,CSLT-ALLOC-1736,Residential Allocation - CSLT - Single-Family Pool,,031-084-006,Not Completed
SLT-21-O-14,SLT,2021,O,14,Allocated,CSLT-ALLOC-1737,Residential Allocation - CSLT - Single-Family Pool,,025-226-003,Completed
SLT-21-O-15,SLT,2021,O,15,Allocated,CSLT-ALLOC-2364,Residential Allocation - CSLT - Single-Family Pool,,025-282-018,Not Completed
SLT-21-O-16,SLT,2021,O,16,Allocated,CSLT-ALLOC-1889,Residential Allocation - CSLT - Single-Family Pool,,031-161-009,Completed
SLT-21-O-17,SLT,2021,O,17,Allocated,CSLT-ALLOC-1843,Residential Allocation - CSLT - Single-Family Pool,,023-571-005,Not Completed
SLT-21-O-18,SLT,2021,O,18,Allocated,CSLT-ALLOC-1761,Residential Allocation - CSLT - Single-Family Pool,,026-074-003,Completed
SLT-21-O-19,SLT,2021,O,19,Allocated,CSLT-ALLOC-1760,Residential Allocation - CSLT - Single-Family Pool,,023-141-029,Completed
SLT-21-O-20,SLT,2021,O,20,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-21-O-21,SLT,2021,O,21,Allocated,CSLT-ALLOC-2230,Residential Allocation - CSLT - Single-Family Pool,,023-161-032,Completed
SLT-21-O-22,SLT,2021,O,22,Allocated,CSLT-ALLOC-1739,Residential Allocation - CSLT - Single-Family Pool,,025-261-009,Completed
SLT-21-O-23,SLT,2021,O,23,Allocated,CSLT-ALLOC-1740,Residential Allocation - CSLT - Single-Family Pool,,031-166-015,Not Completed
SLT-21-O-24,SLT,2021,O,24,Allocated,CSLT-ALLOC-1983,Residential Allocation - CSLT - Single-Family Pool,,023-684-005,Completed
SLT-21-O-25,SLT,2021,O,25,Allocated,CSLT-ALLOC-1718,Residential Allocation - CSLT - Single-Family Pool,,031-182-010,Completed
SLT-21-O-26,SLT,2021,O,26,Allocated,CSLT-ALLOC-1742,Residential Allocation - CSLT - Single-Family Pool,,026-081-004,Completed
SLT-21-O-27,SLT,2021,O,27,Allocated,CSLT-ALLOC-1743,Residential Allocation - CSLT - Single-Family Pool,,023-753-004,Completed
SLT-21-O-28,SLT,2021,O,28,Allocated,CSLT-ALLOC-1744,Residential Allocation - CSLT - Single-Family Pool,,032-252-030,Completed
SLT-21-O-29,SLT,2021,O,29,Allocated,CSLT-ALLOC-1745,Residential Allocation - CSLT - Single-Family Pool,,022-171-042,Completed
SLT-21-O-30,SLT,2021,O,30,Allocated,CSLT-ALLOC-1746,Residential Allocation - CSLT - Single-Family Pool,,031-162-019,Completed
SLT-21-O-31,SLT,2021,O,31,Allocated,CSLT-ALLOC-1747,Residential Allocation - CSLT - Single-Family Pool,,023-744-028,Completed
SLT-21-O-32,SLT,2021,O,32,Allocated,CSLT-ALLOC-1748,Residential Allocation - CSLT - Single-Family Pool,,028-161-014,Not Completed
SLT-21-O-33,SLT,2021,O,33,Allocated,CSLT-ALLOC-2367,Residential Allocation - CSLT - Single-Family Pool,,022-192-013,Completed
SLT-22-O-01,SLT,2022,O,1,Allocated,CSLT-ALLOC-2231,Residential Allocation - CSLT - Single-Family Pool,,026-124-018,Completed
SLT-22-O-02,SLT,2022,O,2,Allocated,CSLT-ALLOC-2208,Residential Allocation - CSLT - Single-Family Pool,,028-052-004,Completed
SLT-22-O-03,SLT,2022,O,3,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-22-O-04,SLT,2022,O,4,Allocated,CSLT-ALLOC-1752,Residential Allocation - CSLT - Single-Family Pool,,023-683-001,Completed
SLT-22-O-05,SLT,2022,O,5,Allocated,CSLT-ALLOC-1753,Residential Allocation - CSLT - Single-Family Pool,,027-241-030,Not Completed
SLT-22-O-06,SLT,2022,O,6,Allocated,CSLT-ALLOC-1766,Residential Allocation - CSLT - Multi-Family Pool,,031-284-004,Completed
SLT-22-R-07,SLT,2022,R,7,Unallocated,Start Transaction,Residential Allocation - CSLT - Multi-Family Pool,CSLT-ALLOC-1767,,Unallocated
SLT-22-O-08,SLT,2022,O,8,Unallocated,Start Transaction,Residential Allocation - CSLT - Multi-Family Pool,,,Unallocated
SLT-22-O-09,SLT,2022,O,9,Unallocated,Start Transaction,Residential Allocation - CSLT - Multi-Family Pool,,,Unallocated
SLT-22-O-10,SLT,2022,O,10,Unallocated,Start Transaction,Residential Allocation - CSLT - Multi-Family Pool,CSLT-ALLOC-2089,,Unallocated
SLT-22-O-11,SLT,2022,O,11,Unallocated,Start Transaction,Residential Allocation - CSLT - Multi-Family Pool,,,Unallocated
SLT-22-O-12,SLT,2022,O,12,Allocated,CSLT-ALLOC-1772,Residential Allocation - CSLT - Multi-Family Pool,,031-092-004,Completed
SLT-22-O-13,SLT,2022,O,13,Allocated,CSLT-ALLOC-1773,Residential Allocation - CSLT - Multi-Family Pool,,031-092-004,Completed
SLT-22-O-14,SLT,2022,O,14,Unallocated,Start Transaction,Residential Allocation - CSLT - Multi-Family Pool,,,Unallocated
SLT-22-O-15,SLT,2022,O,15,Allocated,CSLT-ALLOC-2232,Residential Allocation - CSLT - Multi-Family Pool,,026-122-031,Not Completed
SLT-22-O-16,SLT,2022,O,16,Allocated,CSLT-ALLOC-1775,Residential Allocation - CSLT - Multi-Family Pool,,026-104-005,Not Completed
SLT-22-O-17,SLT,2022,O,17,Allocated,CSLT-ALLOC-2277,Residential Allocation - CSLT - Multi-Family Pool,,031-094-017,Completed
SLT-22-O-18,SLT,2022,O,18,Unallocated,Start Transaction,Residential Allocation - CSLT - Multi-Family Pool,,,Unallocated
SLT-22-O-19,SLT,2022,O,19,Allocated,CSLT-ALLOC-2209,Residential Allocation - CSLT - Multi-Family Pool,,023-904-008,Completed
SLT-22-O-20,SLT,2022,O,20,Allocated,CSLT-ALLOC-2233,Residential Allocation - CSLT - Single-Family Pool,,025-211-003,Completed
SLT-22-O-21,SLT,2022,O,21,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-22-O-22,SLT,2022,O,22,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-22-O-23,SLT,2022,O,23,Allocated,CSLT-ALLOC-1985,Residential Allocation - CSLT - Single-Family Pool,,031-124-003,Completed
SLT-22-O-24,SLT,2022,O,24,Unallocated,Start Transaction,Residential Allocation - CSLT - Multi-Family Pool,,,Unallocated
SLT-22-O-25,SLT,2022,O,25,Unallocated,Start Transaction,Residential Allocation - CSLT - Town Center Pool,,,Unallocated
SLT-22-O-26,SLT,2022,O,26,Allocated,CSLT-ALLOC-1845,Residential Allocation - CSLT - Town Center Pool,,023-511-011,Completed
SLT-22-O-27,SLT,2022,O,27,Allocated,CSLT-ALLOC-2366,Residential Allocation - CSLT - Town Center Pool,,031-215-002,Completed
SLT-22-O-28,SLT,2022,O,28,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-22-O-29,SLT,2022,O,29,Allocated,CSLT-ALLOC-1849,Residential Allocation - CSLT - Town Center Pool,,032-252-029,Completed
SLT-22-O-30,SLT,2022,O,30,Allocated,CSLT-ALLOC-2149,Residential Allocation - CSLT - Single-Family Pool,,025-262-006,Completed
SLT-22-O-31,SLT,2022,O,31,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-22-O-32,SLT,2022,O,32,Allocated,CSLT-ALLOC-2213,Residential Allocation - CSLT - Single-Family Pool,,031-123-020,Not Completed
SLT-22-O-33,SLT,2022,O,33,Allocated,CSLT-ALLOC-2236,Residential Allocation - CSLT - Single-Family Pool,,027-144-016,Completed
SLT-23-O-01,SLT,2023,O,1,Allocated,CSLT-ALLOC-2369,Residential Allocation - CSLT - Single-Family Pool,,031-256-002,Not Completed
SLT-23-O-02,SLT,2023,O,2,Allocated,CSLT-ALLOC-3041,Residential Allocation - CSLT - Single-Family Pool,,025-252-008,Not Completed
SLT-23-O-03,SLT,2023,O,3,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-04,SLT,2023,O,4,Allocated,CSLT-ALLOC-3042,Residential Allocation - CSLT - Single-Family Pool,,023-162-016,Not Completed
SLT-23-O-05,SLT,2023,O,5,Allocated,CSLT-ALLOC-2634,Residential Allocation - CSLT - Single-Family Pool,,025-395-011,Not Completed
SLT-23-O-06,SLT,2023,O,6,Allocated,CSLT-ALLOC-2550,Residential Allocation - CSLT - Single-Family Pool,,031-194-010,Completed
SLT-23-O-07,SLT,2023,O,7,Allocated,CSLT-ALLOC-2548,Residential Allocation - CSLT - Single-Family Pool,,025-223-008,Not Completed
SLT-23-O-08,SLT,2023,O,8,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-09,SLT,2023,O,9,Allocated,CSLT-ALLOC-2637,Residential Allocation - CSLT - Single-Family Pool,,029-095-032,Not Completed
SLT-23-O-10,SLT,2023,O,10,Allocated,CSLT-ALLOC-2658,Residential Allocation - CSLT - Single-Family Pool,,032-275-008,Completed
SLT-23-O-11,SLT,2023,O,11,Allocated,CSLT-ALLOC-2549,Residential Allocation - CSLT - Single-Family Pool,,032-283-019,Completed
SLT-23-O-12,SLT,2023,O,12,Allocated,CSLT-ALLOC-2659,Residential Allocation - CSLT - Single-Family Pool,,023-693-014,Completed
SLT-23-O-13,SLT,2023,O,13,Allocated,CSLT-ALLOC-2600,Residential Allocation - CSLT - Single-Family Pool,,029-371-021,Not Completed
SLT-23-O-14,SLT,2023,O,14,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-15,SLT,2023,O,15,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-16,SLT,2023,O,16,Allocated,CSLT-ALLOC-2846,Residential Allocation - CSLT - Single-Family Pool,,022-182-021,Not Completed
SLT-23-O-17,SLT,2023,O,17,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-18,SLT,2023,O,18,Allocated,CSLT-ALLOC-2847,Residential Allocation - CSLT - Single-Family Pool,,023-682-026,Not Completed
SLT-23-O-19,SLT,2023,O,19,Allocated,CSLT-ALLOC-2848,Residential Allocation - CSLT - Single-Family Pool,,031-174-003,Not Completed
SLT-23-O-20,SLT,2023,O,20,Allocated,CSLT-ALLOC-3043,Residential Allocation - CSLT - Single-Family Pool,,029-415-004,Not Completed
SLT-23-O-21,SLT,2023,O,21,Allocated,CSLT-ALLOC-2849,Residential Allocation - CSLT - Single-Family Pool,,025-224-019,Not Completed
SLT-23-O-22,SLT,2023,O,22,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-23,SLT,2023,O,23,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-24,SLT,2023,O,24,Allocated,CSLT-ALLOC-2852,Residential Allocation - CSLT - Single-Family Pool,,026-036-011,Not Completed
SLT-23-O-25,SLT,2023,O,25,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-26,SLT,2023,O,26,Allocated,CSLT-ALLOC-3044,Residential Allocation - CSLT - Single-Family Pool,,023-611-004,Not Completed
SLT-23-O-27,SLT,2023,O,27,Allocated,CSLT-ALLOC-3045,Residential Allocation - CSLT - Single-Family Pool,,025-770-003,Not Completed
SLT-23-O-28,SLT,2023,O,28,Allocated,CSLT-ALLOC-2958,Residential Allocation - CSLT - Single-Family Pool,,023-903-014,Not Completed
SLT-23-O-29,SLT,2023,O,29,Allocated,CSLT-ALLOC-3046,Residential Allocation - CSLT - Single-Family Pool,,026-064-016,Not Completed
SLT-23-O-30,SLT,2023,O,30,Allocated,CSLT-ALLOC-3047,Residential Allocation - CSLT - Single-Family Pool,,022-251-029,Not Completed
SLT-23-O-31,SLT,2023,O,31,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-32,SLT,2023,O,32,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-23-O-33,SLT,2023,O,33,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-24-O-01,SLT,2024,O,1,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-24-O-02,SLT,2024,O,2,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-24-O-03,SLT,2024,O,3,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-24-O-04,SLT,2024,O,4,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-24-O-05,SLT,2024,O,5,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-24-O-06,SLT,2024,O,6,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
SLT-24-O-07,SLT,2024,O,7,Unallocated,Start Transaction,Residential Allocation - CSLT - Single-Family Pool,,,Unallocated
