Lost_APN,Candidate_New_APN,Issue_Category,Match_Source,Match_Type,Total_Units_CSV,FC_Last_Year_Old,FC_First_Year_New,Suggested_Change_Year,Confidence,In_FC_Old,In_FC_New,Promote_Ready,old_apn,new_apn,change_year,change_type,is_primary,year_source,source,fc_last_year,fc_new_first,Old_Unit_Years,New_Unit_Years,Status
016-300-63,016-300-21,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,016-300-63,016-300-21,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
016-211-16,016-211-14,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,016-211-16,016-211-14,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
016-091-065,016-091-51,PARCEL_SPLIT,KK,kk_rename,1,2017.0,2012.0,2012,MEDIUM_GAP,1,1,NO,016-091-065,016-091-51,2012,rename,1,fc_first_new,KK,2017.0,2012.0,[],[],TRUE_GAP
015-322-28,015-322-12,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,015-322-28,015-322-12,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
016-544-20,016-544-16,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,016-544-20,016-544-16,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
132-612-01,132-611-05,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,132-612-01,132-611-05,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
034-734-26,034-734-028,PARCEL_SPLIT,KK,kk_rename,1,,2017.0,2017,MEDIUM_NEW_ONLY,0,1,NO,034-734-26,034-734-028,2017,rename,1,fc_first_new,KK,,2017.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
090-191-049,090-191-047,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2020.0,2020,MEDIUM_GAP,1,1,NO,090-191-049,090-191-047,2020,rename,1,fc_first_new,KK,2025.0,2020.0,"['2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
092-154-050,092-154-009,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,092-154-050,092-154-009,2012,rename,1,fc_first_new,KK,2025.0,2012.0,[],"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",ALREADY_HANDLED
095-510-035,095-510-036,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,095-510-035,095-510-036,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
112-060-036,112-060-018,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,112-060-036,112-060-018,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022']",ALREADY_HANDLED
1319-19-710-001,1319-19-710-002,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-19-710-001,1319-19-710-002,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
