Relation_ID,Residential_Unit_ID,APN,APN_canon,Transaction_ID,Sequence,Is_Latest,Transaction_Type,Development_Type,Detailed_Development_Type,Development_Right,Allocation_Number,Quantity,Transaction_Record_ID,Transaction_Created_Date,Transaction_Acknowledged_Date,Year_Built,TRPA_Project_Number,Local_Project_Number,TRPA_Status,TRPA_Status_Date,Local_Status,Local_Status_Date,Status_Jan_2026,Notes
RUT-025-682-004-001-01,RU-025-682-004-001,025-682-004,025-682-004,CSLT-ALLOC-2267,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-11-O-09,1.0,,,,2013.0,12070039,12070039,Finaled,,Finaled,2013-08-02,Completed,
RUT-025-721-009-001-01,RU-025-721-009-001,025-721-009,025-721-009,EDCCA-ALLOC-712,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-17-O-07,1.0,,,,2021.0,,,,,,,Completed,
RUT-025-734-007-001-01,RU-025-734-007-001,025-734-007,025-734-007,EDCCA-ALLOC-1097,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-18-O-21,1.0,,,,2021.0,,,,,,,Completed,
RUT-025-742-007-001-01,RU-025-742-007-001,025-742-007,025-742-007,EDCCA-ALLOC-276,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-14-O-09,1.0,,,,2015.0,,,,,,,Completed,
RUT-025-742-011-001-01,RU-025-742-011-001,025-742-011,025-742-011,EDCCA-ALLOC-1420,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-09-O-44,1.0,,,,2013.0,,,,,,,Completed,
RUT-025-742-017-001-01,RU-025-742-017-001,025-742-017,025-742-017,EDCCA-ALLOC-1365,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-14-O-39,1.0,,,,2016.0,,,,,,,Completed,
RUT-025-743-005-001-01,RU-025-743-005-001,025-743-005,025-743-005,EDCCA-ALLOC-1306,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-19-O-28,1.0,,,,2021.0,,,,,,,Completed,
RUT-025-743-015-001-01,RU-025-743-015-001,025-743-015,025-743-015,EDCCA-ALLOC-1095,1,False,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - El Dorado County,EL-20-O-14,1.0,,,,2020.0,312121,312120,Finaled,2020-08-12,Finaled,2020-08-12,Completed,
RUT-025-743-015-001-02,RU-025-743-015-001,025-743-015,025-743-015,TRPA-TRF-2892,2,True,Transfer,Transfer,Single-Family Residential ADU from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2025-0857,,2025-12-10,,ERSP2025-0589,386591,Acknowledged,2025-12-10,Submitted,2025-09-08,Not Completed,
RUT-025-755-018-001-01,RU-025-755-018-001,025-755-018,025-755-018,EDCCA-ALLOC-1715,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - El Dorado County,EL-11-O-02,1.0,,,,2022.0,0340106,340104,Finaled,2024-05-29,Finaled,2022-11-09,Completed,
RUT-025-757-010-001-01,RU-025-757-010-001,025-757-010,025-757-010,EDCCA-ALLOC-1796,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - El Dorado County,EL-21-O-04,1.0,,,,2022.0,343239,343238,Finaled,2024-06-13,Finaled,2022-11-10,Completed,
RUT-025-770-004-001-01,RU-025-770-004-001,025-770-004,025-770-004,CSLT-ALLOC-190,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-13-O-05,1.0,,,,2015.0,,13120055,,,Finaled,2015-05-27,Completed,
RUT-025-791-002-001-01,RU-025-791-002-001,025-791-002,025-791-002,EDCCA-ALLOC-554,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,EL-15-O-30,1.0,,,,2018.0,,,,,,,Completed,
RUT-025-792-007-001-01,RU-025-792-007-001,025-792-007,025-792-007,TRPA-ALLOCASSGN-2002,1,True,Allocation Assignment,Allocation,New Single-Family Residential From Allocation Assignment,Residential Allocation - TRPA Pool,EL-17-AP-03,1.0,TRAN2022-0317,2022-07-01,2022-07-06,2023.0,342780,342779,Finaled,2023-12-07,Finaled,2023-10-19,Completed,
RUT-025-792-034-001-01,RU-025-792-034-001,025-792-034,025-792-034,EDCCA-ALLOC-213,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-13-O-23,1.0,,,,2015.0,,,,,,,Completed,
RUT-025-801-005-001-01,RU-025-801-005-001,025-801-005,025-801-005,EDCCA-ALLOC-1422,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-09-O-47,1.0,,,,2013.0,,,,,,,Completed,
RUT-025-803-002-001-01,RU-025-803-002-001,025-803-002,025-803-002,EDCCA-ALLOC-260,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-14-O-36,1.0,,,,2015.0,,,,,,,Completed,
RUT-025-803-009-001-01,RU-025-803-009-001,025-803-009,025-803-009,EDCCA-ALLOC-574,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,EL-17-O-15,1.0,,,,2018.0,,,,,,,Completed,
RUT-025-804-003-001-01,RU-025-804-003-001,025-804-003,025-804-003,EDCCA-ALLOC-212,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-13-O-19,1.0,,,,2015.0,,,,,,,Completed,
RUT-025-812-015-001-01,RU-025-812-015-001,025-812-015,025-812-015,EDCCA-ALLOC-269,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-14-O-43,1.0,,,,2015.0,,,,,,,Completed,
RUT-025-812-025-001-01,RU-025-812-025-001,025-812-025,025-812-025,EDCCA-ALLOC-140,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-13-O-43,1.0,,,,2014.0,,,,,,,Completed,
RUT-025-814-013-001-01,RU-025-814-013-001,025-814-013,025-814-013,TRPA-CONVTRF-1981,1,True,Conversion With Transfer,Converted and Transferred To,Single-Family Residential from Conversion/Transfer (TAU to SFRUU),Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2022-0122,2022-05-18,2022-06-16,2024.0,353632,353633,Finaled,2024-07-15,Finaled,2024-03-14,Completed,
RUT-025-821-017-001-01,RU-025-821-017-001,025-821-017,025-821-017,EDCCA-ALLOC-578,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,EL-17-O-14,1.0,,,,2018.0,,,,,,,Completed,
RUT-025-831-032-001-01,RU-025-831-032-001,025-831-032,025-831-032,TRPA-ALLOC-771,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-16-O-25,1.0,,,,2020.0,,,,,,,Completed,
RUT-025-832-003-001-01,RU-025-832-003-001,025-832-003,025-832-003,EDCCA-ALLOC-579,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,EL-16-O-30,1.0,,,,2018.0,,,,,,,Completed,
RUT-025-833-003-001-01,RU-025-833-003-001,025-833-003,025-833-003,EDCCA-ALLOC-1385,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,EL-11-O-25,1.0,,,,2015.0,,,,,,,Completed,
RUT-026-037-001-001-01,RU-026-037-001-001,026-037-001,026-037-001,CSLT-ALLOC-2271,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-11-O-02,1.0,,,,2012.0,12020026,12020026,Finaled,2012-02-24,Finaled,2012-02-24,Completed,Second unit over garage
RUT-026-038-008-001-01,RU-026-038-008-001,026-038-008,026-038-008,CSLT-ALLOC-663,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-17-O-23,1.0,,,,2021.0,,,,,,,Completed,
RUT-026-061-006-001-01,RU-026-061-006-001,026-061-006,026-061-006,CSLT-ALLOC-2038,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - CSLT - Single-Family Pool,SLT-21-O-05,1.0,,,,2025.0,MOUA2025-1688,22100150,,,Finaled,2025-08-25,Completed,
RUT-026-061-007-001-01,RU-026-061-007-001,026-061-007,026-061-007,CSLT-ALLOC-351,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-15-O-23,1.0,,,,2018.0,,15110090,,,Finaled,2018-08-31,Completed,
RUT-026-061-012-001-01,RU-026-061-012-001,026-061-012,026-061-012,TRPA-TRF-289,1,True,Transfer,Transfer,New Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2014-0694,,2014-09-03,2015.0,,14080008; 15030002,,,Finaled,,Completed,
RUT-026-061-013-001-01,RU-026-061-013-001,026-061-013,026-061-013,CSLT-ALLOC-1084,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-20-O-27,1.0,,,,2022.0,19120121,19120121,Finaled,2022-10-11,Finaled,2022-10-11,Completed,
RUT-026-061-014-001-01,RU-026-061-014-001,026-061-014,026-061-014,TRPA-ALLOCASSGN-331,1,True,Allocation Assignment,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-15-AP-03,1.0,,,,2017.0,,16020050,,,Finaled,2017-07-07,Completed,
RUT-026-061-015-001-01,RU-026-061-015-001,026-061-015,026-061-015,TRPA-TRF-516,1,True,Transfer,Transfer,Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2016-0740,2017-02-06,2016-10-06,2020.0,16080153,16080153,Finaled,2020-10-30,Finaled,2020-10-30,Completed,
RUT-026-061-030-001-01,RU-026-061-030-001,026-061-030,026-061-030,CSLT-ALLOC-348,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-15-O-19,1.0,,,,2016.0,,15110024 & 16100010,,,Finaled,,Completed,No finaled date on CSLT website; Issued under previous APN 026-061-05
RUT-026-064-006-001-01,RU-026-064-006-001,026-064-006,026-064-006,CSLT-ALLOC-2263,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-11-O-05,1.0,,,,2013.0,12040008,12040008,Finaled,2013-07-01,Finaled,2013-07-01,Completed,Finaled date is estimated
RUT-026-064-018-001-01,RU-026-064-018-001,026-064-018,026-064-018,TRPA-TRF-520,1,True,Transfer,Transfer,New Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2017-0138,,2017-06-05,2017.0,,17030025,,,Finaled,2017-11-20,Completed,
RUT-026-067-015-001-01,RU-026-067-015-001,026-067-015,026-067-015,CSLT-ALLOC-2269,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-11-O-11,1.0,,,,2013.0,12080007,12080007,Finaled,2013-07-01,Finaled,2013-07-01,Completed,Finaled date is estimated
RUT-026-068-010-001-01,RU-026-068-010-001,026-068-010,026-068-010,CSLT-ALLOC-535,1,False,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-13-O-13,1.0,,,,2020.0,16120104,16120104,Finaled,2023-08-17,Finaled,2020-05-15,Completed,
RUT-026-068-010-001-02,RU-026-068-010-001,026-068-010,026-068-010,CSLT-ALLOC-536/TRPA-TRF-417,2,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation/PRU Transfer,Residential Allocation,SLT-13-O-14,1.0,TRAN2016-0601,,,2020.0,16120104,16120104,Finaled,2023-08-17,Finaled,2020-05-15,Completed,
RUT-026-068-010-002-01,RU-026-068-010-002,026-068-010,026-068-010,CSLT-ALLOC-535,1,False,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-13-O-13,1.0,,,,2020.0,16120104,16120104,Finaled,2023-08-17,Finaled,2020-05-15,Completed,
RUT-026-068-010-002-02,RU-026-068-010-002,026-068-010,026-068-010,CSLT-ALLOC-536/TRPA-TRF-417,2,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation/PRU Transfer,Residential Allocation,SLT-13-O-14,1.0,TRAN2016-0601,,,2020.0,16120104,16120104,Finaled,2023-08-17,Finaled,2020-05-15,Completed,
RUT-026-068-018-001-01,RU-026-068-018-001,026-068-018,026-068-018,CSLT-ALLOC-537,1,False,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-14-O-20,1.0,,,,2020.0,16120103,16120103,Finaled,2023-08-17,Finaled,2020-05-15,Completed,
RUT-026-068-018-001-02,RU-026-068-018-001,026-068-018,026-068-018,CSLT-ALLOC-538/TRPA-TRF-416,2,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation/PRU Transfer,Residential Allocation,SLT-15-O-07,1.0,TRAN2016-0600,,,2020.0,16120103,16120103,Finaled,2023-08-17,Finaled,2020-05-15,Completed,
RUT-026-068-018-002-01,RU-026-068-018-002,026-068-018,026-068-018,CSLT-ALLOC-537,1,False,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-14-O-20,1.0,,,,2020.0,16120103,16120103,Finaled,2023-08-17,Finaled,2020-05-15,Completed,
RUT-026-068-018-002-02,RU-026-068-018-002,026-068-018,026-068-018,CSLT-ALLOC-538/TRPA-TRF-416,2,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation/PRU Transfer,Residential Allocation,SLT-15-O-07,1.0,TRAN2016-0600,,,2020.0,16120103,16120103,Finaled,2023-08-17,Finaled,2020-05-15,Completed,
RUT-026-073-023-001-01,RU-026-073-023-001,026-073-023,026-073-023,CSLT-ALLOC-1044,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-17-O-28,1.0,,,,2021.0,,19100101,,,Finaled,2021-07-02,Completed,
RUT-026-073-026-001-01,RU-026-073-026-001,026-073-026,026-073-026,CSLT-ALLOC-620,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-17-O-14,1.0,,,,2019.0,,18010030,,,Finaled,2019-06-28,Completed,
RUT-026-074-003-001-01,RU-026-074-003-001,026-074-003,026-074-003,CSLT-ALLOC-1761,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - CSLT - Single-Family Pool,SLT-21-O-18,1.0,,,,2023.0,21110026,21110026,Finaled,2023-08-16,Finaled,2023-08-16,Completed,
RUT-026-074-024-001-01,RU-026-074-024-001,026-074-024,026-074-024,CSLT-ALLOC-2241,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-09-O-03,1.0,,,,2010.0,8120046,8120046,Finaled,2010-07-01,Finaled,2010-07-01,Completed,
RUT-026-075-019-001-01,RU-026-075-019-001,026-075-019,026-075-019,TRPA-CONV-845,1,False,Conversion,No Project,Single-Family Residential From Conversion (CFA to SFRUU),Single-Family Residential Unit of Use (SFRUU),,4.0,ERSP2019-0352,2019-06-11,2019-04-02,,,,,,,,No Project,"CFA was converted and banked on the receiving parcel, no project proposed"
RUT-026-075-019-001-02,RU-026-075-019-001,026-075-019,026-075-019,TRPA-CONV-1788,2,True,Conversion With Transfer,No Project,Single-Family Residential From Conversion (CFA to SFRUU),Single-Family Residential Unit of Use (SFRUU),,11.0,ERSP2021-0156,2021-09-27,2021-09-20,,,,,,,,No Project,"CFA was converted and banked on the receiving parcel, no project proposed"
RUT-026-077-001-001-01,RU-026-077-001-001,026-077-001,026-077-001,CSLT-ALLOC-1075,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-20-O-15,1.0,,,,2022.0,,20040061,,,Finaled,2022-02-04,Completed,
RUT-026-081-004-001-01,RU-026-081-004-001,026-081-004,026-081-004,CSLT-ALLOC-1742,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - CSLT - Single-Family Pool,SLT-21-O-26,1.0,,,,2022.0,21050115,21050115,Finaled,2022-05-13,Finaled,2022-05-13,Completed,
RUT-026-082-013-001-01,RU-026-082-013-001,026-082-013,026-082-013,TRPA-ALLOC-1259,1,True,Allocation,Residential Bonus Unit,New Single-Family Residential from Bonus Unit (Affordable),Residential Bonus Unit (RBU),,1.0,,,,2023.0,21040011,21040011,Finaled,2023-03-02,Finaled,2023-03-02,Completed,Need to confirm CSLT File/Dates - using the details for 026-082-015 for now
RUT-026-082-014-001-01,RU-026-082-014-001,026-082-014,026-082-014,TRPA-ALLOC-1260,1,True,Allocation,Residential Bonus Unit,New Single-Family Residential from Bonus Unit (Affordable),Residential Bonus Unit (RBU),,1.0,,,,2023.0,21040011,21040011,Finaled,2023-03-02,Finaled,2023-03-02,Completed,Need to confirm CSLT File/Dates - using the details for 026-082-015 for now
RUT-026-082-015-001-01,RU-026-082-015-001,026-082-015,026-082-015,TRPA-ALLOC-1261,1,True,Allocation,Residential Bonus Unit,New Single-Family Residential from Bonus Unit (Affordable),Residential Bonus Unit (RBU),,1.0,,,,2023.0,21040011,21040011,Finaled,2023-03-02,Finaled,2023-03-02,Completed,
RUT-026-088-018-001-01,RU-026-088-018-001,026-088-018,026-088-018,CSLT-ALLOC-1038,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - City of South Lake Tahoe,SLT-09-R-26,1.0,,,,2023.0,21060029,21060029,Finaled,2023-07-18,Finaled,2023-07-18,Completed,
RUT-026-089-010-001-01,RU-026-089-010-001,026-089-010,026-089-010,TRPA-CONV-1277,1,True,Conversion,Converted From,Single-Family Residential From Conversion (CFA to SFRUU),Commercial Floor Area (CFA),,-300.0,ERSP2020-0400,2020-07-23,2020-07-22,2020.0,ERSP2020-0400,,Finaled,2020-07-22,,,Completed,
RUT-026-092-026-001-01,RU-026-092-026-001,026-092-026,026-092-026,TRPA-CONVTRF-2944/TRPA-CONVTRF-2151,1,True,Conversion With Transfer,Converted and Transferred To,Single-Family Residential ADU from Conversion/Transfer (TAU to SFRUU),Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2023-0205,2025-11-12,2023-05-22,2023.0,,23030001,,,Finaled,2023-12-18,Completed,
RUT-026-092-026-002-01,RU-026-092-026-002,026-092-026,026-092-026,TRPA-CONVTRF-2944/TRPA-CONVTRF-2151,1,True,Conversion With Transfer,Converted and Transferred To,Single-Family Residential ADU from Conversion/Transfer (TAU to SFRUU),Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2023-0205,2025-11-12,2023-05-22,2023.0,,23030001,,,Finaled,2023-12-18,Completed,
RUT-026-094-026-001-01,RU-026-094-026-001,026-094-026,026-094-026,TRPA-ALLOC-1887,1,False,Residential Bonus Unit (RBU),Residential Bonus Unit,Single-Family Residential ADU from Bonus Unit,Residential Bonus Unit (RBU),,0.0,,,,,ERSP2022-0257,,Withdrawn,,,,Not Completed,ADU originally permitted with Bonus Unit (TRPA-ALLOC-1887) then later changed to RUU (ERSP2025-0853/TRAN2025-1173/TRPA-CONVTRF-2939)
RUT-026-094-026-001-02,RU-026-094-026-001,026-094-026,026-094-026,TRPA-CONVTRF-2939,2,False,Conversion With Transfer,Converted and Transferred To,Single-Family Residential ADU from Conversion/Transfer (TAU to SFRUU),Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2025-1173,,2025-11-03,2025.0,ERSP2022-0257,ADU25-0015,,,Finaled,2025-12-01,Completed,Previous CSLT permit 22050069 expired. ADU originally permitted with Bonus Unit (TRPA-ALLOC-1887) then later changed to RUU (ERSP2025-0853/TRAN2025-1173/TRPA-CONVTRF-2939)
RUT-026-094-026-001-03,RU-026-094-026-001,026-094-026,026-094-026,CSLT-ALLOC-1118,3,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,SLT-19-O-03,1.0,,,,2022.0,MOUA2023-0194,20090050,Project Completed,2022-10-11,Finaled,2022-10-11,Completed,
